Komentar,text_clean,Label_Teks,Label_Angka
"Isu yang beredar adalah kenaikan tarif rencana 7.000, namun apakah pemerintah memerhatikan hal - hal sbb : 1. Kepastian Waktu Kedatangan dan Keberangkatan Apakah Pemerintah Provinsi DKI Jakarta dan manajemen TransJakarta dapat memastikan seluruh armada tiba tepat waktu dalam rentang 5–10 menit sebagaimana standar layanan publik yang efisien? Hingga kini, ketepatan jadwal masih menjadi keluhan utama masyarakat. 2. Ketersediaan Jalur Khusus di Semua Rute Apakah seluruh rute TransJakarta telah memiliki jalur khusus yang benar-benar steril dari kendaraan pribadi, agar pengguna tidak lagi terjebak macet meskipun telah memilih transportasi umum? 3. Kenyamanan Penumpang Apakah dapat dijamin penumpang memperoleh kenyamanan, termasuk tersedianya tempat duduk yang memadai tanpa harus berdesakan setiap hari?",isu edar naik tarif rencana perintah perhati hal sbb pasti waktu datang berangkat perintah provinsi dki jakarta manajemen transjakarta pasti seluruh armada tiba tepat waktu rentang menit bagaimana standar layan publik efisien hingga kini tepat jadwal jadi keluh utama masyarakat sedia jalur khusus semua rute seluruh rute transjakarta milik jalur khusus benar benar steril kendara pribadi guna tidak jebak macet meski pilih transportasi umum nyaman tumpang apakah dapat jamin tumpang oleh nyaman masuk sedia tempat duduk pada harus desa hari,Negatif,-1
it's_sYima kok gw ga percaya ya kalo pendapatan tidak recovery sama operasional lebih realistis ada yang nilep 🙏🙏🙏 10-27 0 Reply,it s syima saya tidak percaya kalau dapat tidak recovery sama operasional lebih realistis yang nilep,Negatif,-1
loh 5000 itu mahal ta? saya di daerah saya biasanya dari tempat gawe k rumah naek angkot bisa abis 5rebuan🤣,itu mahal ta di daerah biasa tempat gawe k rumah naik mikrotrans abis rebu,Negatif,-1
setelah itu semua lebih memilih naik motor/mobil biar macet ya kan pak? kemudian polusi bertambah; pengguna Transum berkurang; banyak bus kosong (tidak efisien).,itu semua lebih pilih naik motor mobil macet kan kemudian polusi tambah guna transportasi umum kurang banyak bus kosong tidak efisien,Negatif,-1
"pak, itu urusan lu sebagai pemimpin.ga usah curhat.gimana cara mengatasi kesenjangan pemasukan sama biaya².subsidi² yg penting² aja.apalagi yg digratis²in.sekali naik ntar naik² lagi tiap tahun kaya bbm.",itu urus kamu pimpin tidak usah curhat gimana cara atas senjang pasu sama biaya subsidi penting apalagi gratis in sekali naik ntar naik tiap tahun kaya bbm,Negatif,-1
"Itung deh 5k sekali jalan ke kantor bisa 15k. Pp jd 30k . 30k kali 30 hari = 900.000 gaji misal 2,5 jt. 2,5 -900.000 = 1,6 jt itu blm bayar kos blm beli makan belom kebutuhan yg lain. Klo ga naik kan pp 18k sebulan cuma 540.000. Kalian bilang cuma naik ke 500? Cuma? Klo di itung sebulan udh beda 360.000 lohh😭",itung k sekali jalan kantor k pulang pergi k k kali hari gaji misal jt jt belum bayar kos belum beli makan bom butuh lain kalau tidak naik pulang pergi k bulan cuma kalian cuma naik cuma kalau itung bulan beda lohh,Negatif,-1
"iya betul balikin seperti dulu, dipotong pas tap in saja. biar tidak double dipotong nya. merugikan konsumen",iya betul balikin dulu potong pas tempel in biar tidak double potong rugi konsumen,Negatif,-1
"iya byk yg error,aku sll dipotong 2x, aturan PP cuma 5500 JD 7000.",iya byk error sll potong x atur pulang pergi cuma,Negatif,-1
iya kan lumayan potongan 1500 sehari di x ribuan orang coba di fikir,iya lumayan potong hari x ribu orang coba fikir,Negatif,-1
Iya Terserah Dah Terus Aja Terus Naik Dan Naik Heran Sama Isinya Dunia 🗿,iya serah dah terus terus naik naik heran sama isi dunia,Negatif,-1
"Iyasih harganya bertahan setelah sekian tahun, tapi sering error terpotong lebih dari seharusnya",iyasih harga tahan sekian tahun tapi sering error potong lebih harus,Negatif,-1
"Izin liputan saran sih, kalo mau naikin tarif yah gaji juga naikin lah, soalnya paspasan hdp merantau",izin liput saran kalau mau naikin tarif gaji naikin lah soal paspasan hdp rantau,Negatif,-1
3500 ja bayk yg nggk naik lebih memilih bawa mobil sendiri pa lgi 5000 makin macet jakarta,ja bayk nggk naik lebih pilih bawa mobil sendiri pa lgi makin macet jakarta,Negatif,-1
Pejabat kalau ngomong lancar/fasih... rakyatnya terbebani dan sedih.,jabat kalau ngomong lancar fasih rakyat beban sedih,Negatif,-1
kok pejabat malah di gratisin yaaa? terus gimana nasib orang yg gajinya aja bahkan ga nyentuh UMR jakarta,jabat malah gratisin terus gimana nasib orang gaji bahkan tidak nyentuh umr jakarta,Negatif,-1
pejabat pemerintah atau DPR suruh naik transportasi umum,jabat perintah dpr suruh naik transportasi umum,Negatif,-1
"Para Pejabat punya mobil aja byk yg pakai bbm subsidi, itu aja dikuramgi",jabat punya mobil byk pakai bbm subsidi saja dikuramgi,Negatif,-1
penjabat aja gak pernah naik transportasi umum,jabat gak pernah naik transportasi umum,Negatif,-1
jadi mahal ya @pt_transjakarta . klo negara maju harusnya transportasi umum itu free untuk rakyat. ini artinya belum bisa dikatakan negara maju tp kemunduran sebuah negara,jadi mahal kalau negara maju harus transportasi umum free rakyat arti belum kata negara maju tapi mundur buah negara,Negatif,-1
"bisa jadi naik grab lebih murah dari pada trans bila jarak dekat , tong kosong bila di isi air tinja tdk ada nilai nya tong nya kau ngerti??",jadi naik grab lebih murah pada trans bila jarak dekat tong kosong bila isi air tinja tdk nilai tong kau ngerti,Negatif,-1
"Yang jadi masalah, alat tap in di halte BRT sama NON BRT itu beda, padahal kita udah tap in di halte BRT tapi turun di halte NON BRT malah tap in lagi, jadi malah kepotong dua kali",jadi masalah alat tempel in halte brt sama non brt beda padahal udah tempel in halte brt tapi turun halte non brt malah tempel in jadi malah potong kali,Negatif,-1
"Jadi pemimpin bisa ga sih lebih kreatif, ga bisanya naikin harga aja",jadi pimpin tidak lebih kreatif tidak bisa naikin harga,Negatif,-1
"Jadi wni semua harus serba siap siap.. ga mental, ga hati, ga fisik, ga waktu, ga ekonomi 🤭🤭",jadi wni semua serba siap siap tidak mental tidak hati tidak fisik tidak waktu tidak ekonomi,Negatif,-1
"jajan seminggu 100rb, naik tj gimana pulak bertahan",jajan minggu rb naik transjakarta gimana pulak tahan,Negatif,-1
Jak Lingko kabar nya juga mulai ber bayar,jak lingko kabar juga mulai ber bayar,Negatif,-1
jakarta anggaran gede masih dinaikin curiga ramai ramai periksa yuk kpk,jakarta anggar gede dinaikin curiga ramai ramai periksa yuk kpk,Negatif,-1
Saat jakarta banjir hilang giliran Maslah tarif muncul kocak,jakarta banjir hilang gilir mas tarif muncul kocak,Negatif,-1
jakarta jakarta udh UMR 5jt TPI masyarakatnya cuman sekedar uang 5 ribu aja do ribetin giliran beli jajan gk mikir mikir,jakarta jakarta umr jt tapi masyarakat cuman dar uang ribu do ribetin gilir beli jajan gk mikir mikir,Negatif,-1
Jakarta lebih murah karena kuota nya kan lbh banyak Pak yg naik.. klo daerah kan lbh dikit logikanya lbh mahal.. naik 4000 dlu lah Pak 😢,jakarta lebih murah kuota lbh banyak yang naik kalau daerah kan lbh sedikit logika lbh mahal naik dulu lah,Negatif,-1
jaklinko kasih tarif seribu biar berhaga,jaklinko kasih tarif ribu berhaga,Negatif,-1
jalan kaki aja udah,jalan kaki udah,Negatif,-1
"Jalan nya aja milik rakyat dikhususin buat Trans ,eehhh malahan Tarif nya mau di naikin,kembaliin lg aja jalan nya buat rakyat biar dijadiin jalan umum lg biar gak bikin macet karna udah sempit",jalan milik rakyat dikhususin buat trans eeh malah tarif mau naikin kembaliin lg saja jalan buat rakyat dijadiin jalan umum lg gak macet udah sempit,Negatif,-1
jalur bis tije aja masih blm steril. masih ada kendaraan pribadi yg sering melintas. jadi gimana ya :(,jalur bis tije belum steril masih ada kendara pribadi sering lintas jadi gimana,Negatif,-1
"Jalur busway nya diportal + pake penjaga, Pak. Supaya kendaraan pribadi gak bisa masuk. Dibuka/tutup sama penjaga nya.",jalur busway portal pake jaga supaya kendara pribadi bisa masuk buka tutup sama jaga,Negatif,-1
"jalur nya tuh Pak dibenerin, dikhususin kalo gak ya mending motor. Bayar 10 rb, bekasi jkt dengan macetnya mending gua naik lrt. Sama2 10 rb, tapi lrt pake jalur khusus",jalur tuh dibenerin dikhususin kalau ya mending motor bayar rb bekas jkt macet mending naik lrt sama rb tapi lrt pake jalur khusus,Negatif,-1
jangaaan naik please,jangan naik please,Negatif,-1
Jangaan naik donggg,jangaan naik,Negatif,-1
jangan,jangan,Negatif,-1
jgn anjirrrr,anjing,Negatif,-1
jangan² bawa polusi dengan bus listrik juga pak,jangan bawa polusi bus listrik pak,Negatif,-1
jangan mas brooo...😏😏😏,jangan bro,Negatif,-1
"jangan dong, buat anak rantau yg kuliah pas’ an nangis bgt liat ini☹",jangan buat anak rantau kuliah pas an nang lihat,Negatif,-1
jgn dinaikin ke,dinaikin,Negatif,-1
jgn dinaikin donk pak tarifnya kasihani kami yg berpenghasilan kecil yg mengandalkan transportasi yg murah klo begini berat bagi kmi pak😭😭😭,dinaikin donk tarif kasihan hasil kecil andal transportasi yang murah kalau begini berat kmi,Negatif,-1
"jangan dinaikin pak, kami yg pendapatan biasa aja susah pak, enakan PNS yg pendapatan besar tapi gratis",jangan dinaikin kami dapat biasa susah enak pns dapat besar tapi gratis,Negatif,-1
Jangan dulu dong belum siap blm kaya saya,jangan dulu belum siap belum kaya,Negatif,-1
jgn dulu kondisi ekonomi lg lesu,dulu kondisi ekonomi lg lesu,Negatif,-1
jangan ih nanti malah banyak yg naik motor lagi😭,jangan ih malah banyak naik motor,Negatif,-1
jgn ih nnti pada pindah ke krl makin penuh woiiii😭😭😭,ih nnti pindah krl makin penuh woi,Negatif,-1
"Jangan Bilang ini Ulah Sri Mulyani, yg Bermain Api 🔥 di Balik Layar 🥱😟🥀",jangan ini ulah sri mulyani main api balik layar,Negatif,-1
jangan ya jangan PAK GUB WA GUB. gimna yang kerjanya naek baswey 3x translit keluar halte..belum ojeg nya.. jangan ya jangan ga siap.. menangis ade pa...,jangan jangan gubernur wa gubernur gimna kerja naik baswey x translit keluar halte belum ojeg jangan jangan tidak siap menang ade pa,Negatif,-1
jangan ka tmn saya katanya ga mau kerja kalo harganya naik @user123456789,jangan ka tmn kata tidak mau kerja kalau harga naik,Negatif,-1
"jangan kaget ya pak bu klo jakarta tambah macet. terutama buat yg rumahnya di ""bintaro"" 😂",jangan kaget pak kalau jakarta tambah macet utama buat rumah bintaro,Negatif,-1
JANGAN LA WOOYYYY,jangan la wooy,Negatif,-1
jangan lah elah😭,jangan lah elah,Negatif,-1
Jangan lah naik pak makin tambah macet aja jakarta pasti beralih ke kendaraan pribadi,jangan lah naik makin tambah macet jakarta alih kendara pribadi,Negatif,-1
pak jangan lah naik busway nya menjadi 7000 atau 10000 lumayan mahal lah. gaji ngak seberapa juga habis di ongkos nanti.,jangan lah naik busway jadi lumayan mahal lah gaji ngak berapa habis ongkos,Negatif,-1
jangan lahh 9000 pak 5000 ajah masak naiknya 2kali lipat lebih.,jangan lahh ajah masak naik kali lipat lebih,Negatif,-1
jangan langsung 5000 dong. .. 4000 dulu,jangan langsung dulu,Negatif,-1
jgn langsung 9 rb pak saya keberatan karena saya bawa bocil,langsung rb saya berat saya bawa bocil,Negatif,-1
"jgn lupa issue dobel bayar brt/non brt nya benerin duluu, bisa puluhan ribu naik tj ini mah",lupa issue dobel bayar brt non brt benerin duluu puluh ribu naik transjakarta mah,Negatif,-1
jangan naik,jangan naik,Negatif,-1
"jangan naik deh, budget gua masih terbatas walaupun cuma 1500😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭",jangan naik budget masih batas walaupun cuma,Negatif,-1
"Jangan Naik , Gaji Belum UMR",jangan naik gaji belum umr,Negatif,-1
"Janganlah naik, kasianlah kami donk",jangan naik kasi donk,Negatif,-1
jangan naik kek jd berkurang deh alokasi dana gue buat nabung,jangan naik jd kurang alokasi dana gue buat nabung,Negatif,-1
"jgn naik lah,kemahalan 5rb PP 10 rb bagi penggunanya klu bisa 4500 aj",naik lah mahal rb pulang pergi rb guna klu saja,Negatif,-1
"Jangan Naik lah ngisi aja kepotong 1500 itu aja dah rugi woyyy, kecuali biaya admin buat isi di tanggung transjakarta gpp naik 5000",jangan naik lah ngisi potong saja dah rugi woy biaya admin buat isi tanggung transjakarta gpp naik,Negatif,-1
"jangan naik dong pak,di buat tarif kaya krl aja. krl aja 25km pertama cuma 3000",jangan naik pak buat tarif kaya krl krl km pertama cuma,Negatif,-1
"jangan naik plisss, gue mau naik tj krn murahnya coy",jangan naik plis gue mau naik transjakarta murah coy,Negatif,-1
jangan naik plsss anak sekolah gimana inihhh,jangan naik pls anak sekolah gimana inih,Negatif,-1
jangan naik tarifnyaa soalnya saya kemana2 bawa toddler 😭😭 anak kecil di tinggi 100cm aja bayar 😭 minimal bawa 2kartu kalo naik Transjakarta,jangan naik tarifnyaa soal mana bawa toddler anak kecil tinggi cm bayar minimal bawa kartu kalau naik transjakarta,Negatif,-1
jangan pada mau gaes 😏😏😏,jangan mau gaes,Negatif,-1
JANGAN MILIH PDI-P LAGI 😂,jangan milih pdi p,Negatif,-1
"jangan dinaikkan tarif Transjakarta pak, tolong...",jangan naik tarif transjakarta tolong,Negatif,-1
"tolong jgn di naikin pak tarif nya, dr pd uang buat di korupsi mendingan subsidi transjakarta",jgn naikin tarif dr pd uang buat korupsi mending subsidi transjakarta,Negatif,-1
jangan di naikin plis🙏😥,jangan naikin plis,Negatif,-1
jangan naikin pliss. gaji gue kecil bgt :(,jangan naikin pliss gaji gue kecil,Negatif,-1
JANGAN NAIKKKK,jangan naik,Negatif,-1
jangan pakk,jangan pakk,Negatif,-1
Jangan dipilih lagi Orang model gini .,jangan pilih orang model gin,Negatif,-1
JANGAN PLIS😭😭,jangan plis,Negatif,-1
"jgn plis krna brngkt+pulang hrs mke gojek dan itu gd transportasi smpe dpn rumah. jd tiap ke halte sllu naik gojek masa naik tarif tj nya,makin mehong ongkos gua tiap hri😭",plis krna brngkt pulang hrs mke gojek itu gd transportasi dpn rumah tiap halte sllu naik gojek masa naik tarif transjakarta makin mehong ongkos tiap hri,Negatif,-1
"jangan 7ribu ,berasa banget buat penghasilan kecil🥺",jangan ribu asa buat hasil kecil,Negatif,-1
"jangan sampe 7k pliss, segini aja gua udah pp 22k tiap hari",jangan sampe k pliss gin saya udah pulang pergi k tiap hari,Negatif,-1
"jgn sibuk ngurusin tarif perbaiki aja dlu vasilitas y klo udah baik fasilitas y baru tarif,bus klo jam pulang krja umpel²an apa lg klo dr monas ke kalideres lama nunggu y",sibuk ngurusin tarif baik dulu vasilitas y kalau udah baik fasilitas y baru tarif bus kalau jam pulang krja umpel an apa lg kalau dr monas kalideres lama nunggu y,Negatif,-1
jgn tahun ini dan tahn dpn pak..gaji soalnya kaga naik naik...🙃 2thn kesepan aja naiknya...,tahun dan tahn dpn gaji soal tidak naik naik thn sep naik,Negatif,-1
jangan deh tambah penuh nanti anj😭 gpp lah modal dikit udh untung daripada naik ojol kan,jangan tambah penuh anj gpp lah modal sedikit untung naik ojol,Negatif,-1
"JANGANKAN TRANSJAKARTA LAH PAM AJA NAEK DENGAN ALESAN LUAR TANAH BUSEH APA"" NAEK MULU",jangan transjakarta lah pam naik alesan luar tanah buseh apa naik mulu,Negatif,-1
Jangan setuju. klo mau hilangkan kartu gratis 15 Golongan. biar adil dan gak memberatkan. 15 golongan itu banyak banget lho. atau kalopun gak di hilangkan ya ikut bayar 1500 atau 2000. anggaran jkt juga gede kok,jangan tuju kalau mau hilang kartu gratis golong adil berat golong banyak lho kalo gak di hilang ikut bayar anggar jkt gede,Negatif,-1
jgn ada yg gratisan doonkkkkkkkk,ada gratis doonk,Negatif,-1
jangann naikk wokk 😭,jangann naikk wokk,Negatif,-1
@blue jangannn dongg pliss🥺🥺 @pt_transjakarta,jangan dongg pliss,Negatif,-1
"JANGANNNNNN, umr blom naik plis",jangan umr blom naik plis,Negatif,-1
janji diawal manis udah kepilih malah..... tujuan naik tj agar mengurangi kendaraan pribadi. kl memang naik jgn 5k lah harusnya 3600,janji awal manis udah pilih malah tuju naik transjakarta kurang kendara pribadi kalau memang naik k lah harus,Negatif,-1
janjimu jadi gubernur Jakarta trans gratis skrg malah bikin ulah kebijakan bgmn sih pak ucapan tdk sesuai dgn kenyataan,janji jadi gubernur jakarta trans gratis skrg malah ulah bijak bgmn pak ucap tdk sesuai nyata,Negatif,-1
"Janter Situmeang kalau biaya Operasional enggak ketutup , kok bisa ngasih gratis naik TJ ke 15 Golongan 🤔 15 Golongan itu berapa jiwa ? Mereka di kasih Gratis tetapi di bebankan ke Masyarakat yang tidak gratis . ini baru yang namanya menyala 🔥 10-31 0 Reply",janter situmeang kalau biaya operasional enggak tutup bisa ngasih gratis naik transjakarta golong golong berapa jiwa di kasih gratis di beban masyarakat tidak gratis baru nama nyala,Negatif,-1
gw jarang naek busway jd ga masalah naik jg. gw pengennya tarif mrt & lrt diturunin,jarang naik busway tidak masalah naik jg ken tarif mrt lrt diturunin,Negatif,-1
dari 3.500 jd 7rb?,jd rb,Negatif,-1
"Jef mending harganya 4rb. tapi kalo ke Tangerang, depok, bogor bikin 5rb atau 6rb. Tuh daerah udh kebantu mobilitas nya tp ga ngasih sumbangsih ke jakarta 10-29 1 Reply",jef mending harga rb tapi kalau tangerang depok bogor rb rb daerah bantu mobilitas tapi tidak ngasih sumbangsih jakarta,Negatif,-1
jejeje berarti isi saldo 50 cuma bisa 5 hari dong ya skrg😔 10-30 0 Reply,jejeje arti isi uang cuma hari ya skrg,Negatif,-1
"Jel Tapi benerin dulu mesin tap BRT sama NON BRT, pernah tapi in kepotong terus tap out kepotong, yang harusnya 2x ajaa jadi 4x…… bayangin 5000 kepotong 2x kan mayan jadinya, pa kabar yang naik tj tiap hari terus beberapa kali kepotong karena mesinnya gajelas bisa tiba tiba bengkak ongkos bulanannya 10-26 0 Reply",jel tapi benerin dulu mesin tempel brt sama non brt pernah tapi in potong terus tempel out potong harus x ajaa jadi x bayangin potong x mayan jadi pa kabar naik transjakarta tiap hari terus beberapa kali potong mesin gajelas tiba tiba bengkak ongkos bulan,Negatif,-1
